url,registrable,text
https://nta.ac.in/,nta.ac.in,"https://nta.ac.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: nta.ac.in
URL: https://nta.ac.in/
Registrable Domain: nta.ac.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 18 chars, Entropy: 3.31
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 34

   🚩 Phishing Keywords Detected: account, login, urgent

   ⚠️ JavaScript Behavior:

📊 Metad"
https://orientalinsurance.org.in/,orientalinsurance.org.in,"https://orientalinsurance.org.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: orientalinsurance.org.in
URL: https://orientalinsurance.org.in/
Registrable Domain: orientalinsurance.org.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 33 chars, Entropy: 3.92
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   ⚠️ JavaScript Behavior:
      🚨 KEYLOGGER PATTERNS DETECTED
      JS Risk Score: 25/100

📊 Metadata:
   First Seen: 2025-10-14T14:49:20.992693+00:00
   Processing S"
https://aiims.edu/index.php/en,aiims.edu,"https://aiims.edu/index.php/en Domain: aiims.edu
URL: https://aiims.edu/index.php/en
Registrable Domain: aiims.edu

🔍 Page Features & Analysis:

   URL Structure:
      Length: 30 chars, Entropy: 3.76
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      HTML Size: 238,878 bytes
      Internal Links: 168
      External Links: 88
      Images: 50
      ⚠️ IFrames: 2
      External Scripts: 21

   ⚠"
,nlcindia.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: nlcindia.com
Registrable Domain: nlcindia.com

📡 DNS Records:
   MX (Mail): us2.mx1.mailhostbox.com, us2.mx3.mailhostbox.com, us2.mx2.mailhostbox.com
   NS (Nameservers): mdns1.555servers.com, mdns2.555servers.com, mdns3.555servers.com, mdns4.555servers.com

📋 WHOIS Information:
   Registrar: gooddomainregistry.com
   Domain Age: 9454 days
   Days Until Expiry: 42

📊 Metadata:
   First Seen: 2025-10-14T14:43:02.283516+00:00
   Processing Stag"
,pfrda.gov.in," Domain: pfrda.gov.in
Registrable Domain: pfrda.gov.in

📊 Metadata:
   First Seen: 1760452981671"
,.gov.in," Domain: gov.in
Registrable Domain: .gov.in

📊 Metadata:
   First Seen: 1760452939428"
https://www.cbse.gov.in/,cbse.gov.in,"https://www.cbse.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.cbse.gov.in
URL: https://www.cbse.gov.in/
Registrable Domain: cbse.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 24 chars, Entropy: 3.82
      Subdomains: 2, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-14T14:43:22.530967+00:00
   Processing Stage: rules:benign"
,zoo.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: zoo.gov.in
Registrable Domain: zoo.gov.in

📡 DNS Records:

📋 WHOIS Information:

📊 Metadata:
   First Seen: 2025-10-14T14:43:20.814279+00:00
   Processing Stage: rules:benign"
,urban.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: urban.gov.in
Registrable Domain: urban.gov.in

📡 DNS Records:

📋 WHOIS Information:

📊 Metadata:
   First Seen: 2025-10-14T14:43:21.128089+00:00
   Processing Stage: rules:benign"
,water.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: water.gov.in
Registrable Domain: water.gov.in

📡 DNS Records:

📋 WHOIS Information:

📊 Metadata:
   First Seen: 2025-10-14T14:43:21.499485+00:00
   Processing Stage: rules:benign"
https://punjab.gov.in/,punjab.gov.in,"https://punjab.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: punjab.gov.in
URL: https://punjab.gov.in/
Registrable Domain: punjab.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 22 chars, Entropy: 3.88
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 5
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 55

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Code Detected
      JS Risk Sc"
https://rajasthan.gov.in/,rajasthan.gov.in,"https://rajasthan.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: rajasthan.gov.in
URL: https://rajasthan.gov.in/
Registrable Domain: rajasthan.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.75
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 141

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-"
https://jharkhand.gov.in/,jharkhand.gov.in,"https://jharkhand.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: jharkhand.gov.in
URL: https://jharkhand.gov.in/
Registrable Domain: jharkhand.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.94
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 3
      Password Fields: 0
      Email Fields: 2

   📄 Page Content:
      External Links: 153

   🚩 Phishing Keywords Detected: password, login

   ⚠️ JavaScr"
https://mp.gov.in/,mp.gov.in,"https://mp.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: mp.gov.in
URL: https://mp.gov.in/
Registrable Domain: mp.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 18 chars, Entropy: 3.57
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 57

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-14T14:50:24.488237+00:00
   P"
,odisha.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: odisha.gov.in
Registrable Domain: odisha.gov.in

📡 DNS Records:
   A (IPv4): 164.100.141.48, 117.250.67.148
   MX (Mail): mail.odisha.gov.in
   NS (Nameservers): ns1.ocachosting.in, ns3.ocachosting.in, ns2.ocachosting.in, ns4.ocachosting.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 5058 days
   Days Until Expiry: 55

🌍 Network & Location:
   ASN: 4758
   Country: IN

📊 Metadata:
   First Seen: 2025-10-14T1"
https://nagaland.gov.in/,nagaland.gov.in,"https://nagaland.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: nagaland.gov.in
URL: https://nagaland.gov.in/
Registrable Domain: nagaland.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 24 chars, Entropy: 3.74
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 32

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-14T14:51:17.195059+00:00
   Processing Stage: rules:benign"
https://py.gov.in/,py.gov.in,"https://py.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: py.gov.in
URL: https://py.gov.in/
Registrable Domain: py.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 18 chars, Entropy: 3.57
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 44

   🚩 Phishing Keywords Detected: account

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Code"
,telangana.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: telangana.gov.in
Registrable Domain: telangana.gov.in

📡 DNS Records:
   A (IPv4): 103.122.128.143
   MX (Mail): mailgw.nic.in
   NS (Nameservers): dns2.telangana.gov.in, dns1.telangana.gov.in, dns3.telangana.gov.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 4184 days
   Days Until Expiry: 198

🌍 Network & Location:
   ASN: 136659
   Country: IN

📊 Metadata:
   First Seen: 2025-10-14T14:43:45.080715+00:00
 "
https://tripura.gov.in/,tripura.gov.in,"https://tripura.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: tripura.gov.in
URL: https://tripura.gov.in/
Registrable Domain: tripura.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.76
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 70

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Code Detected

📊 Metadata:
   First Seen: 2025-10-14T14:52:02.707574+00:00
   Processing Stage: rules:benign"
,wb.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: wb.gov.in
Registrable Domain: wb.gov.in

📡 DNS Records:
   A (IPv4): 202.61.117.51
   MX (Mail): mail.wb.gov.in, wb-gov-in.mail.protection.outlook.com
   NS (Nameservers): ns2.nic.in, ns7.nic.in, ns10.nic.in, ns1.nic.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 8271 days
   Days Until Expiry: 136

🌍 Network & Location:
   ASN: 55741
   Country: IN

📊 Metadata:
   First Seen: 2025-10-14T14:43:45.291999+00:0"
,up.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: up.gov.in
Registrable Domain: up.gov.in

📡 DNS Records:
   A (IPv4): 164.100.181.61
   MX (Mail): mailgw.nic.in
   NS (Nameservers): ns1.nic.in, ns2.nic.in, ns7.nic.in, ns10.nic.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 7416 days
   Days Until Expiry: 253

🌍 Network & Location:
   ASN: 55824
   Country: IN

📊 Metadata:
   First Seen: 2025-10-14T14:43:21.820978+00:00
   Processing Stage: rules:benign"
,uk.gov.in," Domain: uk.gov.in
Registrable Domain: uk.gov.in

📊 Metadata:
   First Seen: 1760453016032"
,tcs.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: tcs.com
Registrable Domain: tcs.com

📡 DNS Records:
   A (IPv4): 4.247.162.6
   MX (Mail): Inblrg05.tcs.com, Inmumg05.tcs.com, inchng05.tcs.com, inmumg01.tcs.com, inblrg01.tcs.com, usnjyg01.tcs.com, uklong01.tcs.com, inchng04.tcs.com, inblrg03.tcs.com, inchng01.tcs.com, inmumg02.tcs.com, inchng02.tcs.com, Inmumg04.tcs.com, Inblrg04.tcs.com
   NS (Nameservers): ns5.tcs.com, ns7.tcs.com, ns8.tcs.com, ns6.tcs.com, ns3.tcs.com

📋 WHOIS Informatio"
https://www.bhimupi.org.in/,bhimupi.org.in,"https://www.bhimupi.org.in/ Domain: www.bhimupi.org.in
URL: https://www.bhimupi.org.in/
Registrable Domain: bhimupi.org.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 27 chars, Entropy: 3.83
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      HTML Size: 52,503 bytes
      Internal Links: 29
      External Links: 33
      Images: 43
      ⚠️ IFrames: 3
      External Scripts: 17
      Favicon: Present

   🚩 Phishing Keywords Detected: account, secure

   ⚠️ JavaScrip"
https://aicte.gov.in/,aicte-india.org,"https://aicte.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: aicte.gov.in
URL: https://aicte.gov.in/
Registrable Domain: aicte-india.org

🔍 Page Features & Analysis:

   URL Structure:
      Length: 21 chars, Entropy: 3.75
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: Search

   📄 Page Content:
      External Links: 64

   🚩 Phishing Keywords Detected: account, login,"
https://www.bseindia.com/,bseindia.com,"https://www.bseindia.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.bseindia.com
URL: https://www.bseindia.com/
Registrable Domain: bseindia.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.94
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 95

   🚩 Phishing Keywords Detected: login, suspended

   ⚠️ JavaScript "
https://www.epfindia.gov.in/site_en/index.php,epfindia.gov.in,"https://www.epfindia.gov.in/site_en/index.php 🚨 VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: www.epfindia.gov.in
URL: https://www.epfindia.gov.in/site_en/index.php
Registrable Domain: epfindia.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 45 chars, Entropy: 4.00
      Subdomains: 2, Hyphens: 0, Special Chars: 1

   📄 Page Content:
      External Links: 475

   🚩 Phishing Keywords Detected: password, account, login, secure

  "
https://www.dgft.gov.in/CP/,dgft.gov.in,"https://www.dgft.gov.in/CP/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.dgft.gov.in
URL: https://www.dgft.gov.in/CP/
Registrable Domain: dgft.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 27 chars, Entropy: 3.86
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 221

   🚩 Phishing Keywords Detected: account, login, secure, verify

"
https://www.goa.gov.in/,goa.gov.in,"https://www.goa.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.goa.gov.in
URL: https://www.goa.gov.in/
Registrable Domain: goa.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.64
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 31

   🚩 Phishing Keywords Detected: account

   ⚠️ JavaScript Behavior:
      🚨"
https://esic.gov.in/,esic.nic.in,"https://esic.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: esic.gov.in
URL: https://esic.gov.in/
Registrable Domain: esic.nic.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 20 chars, Entropy: 3.68
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: Search

   📄 Page Content:
      External Links: 64

   🚩 Phishing Keywords Detected: password, login

   ⚠️"
https://home.iitd.ac.in/,iitd.ac.in,"https://home.iitd.ac.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: home.iitd.ac.in
URL: https://home.iitd.ac.in/
Registrable Domain: iitd.ac.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 24 chars, Entropy: 3.71
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 511

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Code Detected

📊 Metadata:"
https://www.gst.gov.in/,gst.gov.in,"https://www.gst.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.gst.gov.in
URL: https://www.gst.gov.in/
Registrable Domain: gst.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.52
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 15

   🚩 Phishing Keywords Detected: account, login, verify

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-14T14:45:28.141439+00:00
   Processing Stage: "
https://www.iitb.ac.in/,iitb.ac.in,"https://www.iitb.ac.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.iitb.ac.in
URL: https://www.iitb.ac.in/
Registrable Domain: iitb.ac.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.49
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: Search, Go

   📄 Page Content:
      External Links: 92

   🚩 Phishing Keywords Detected: account

 "
http://www.education.gov.in/,education.gov.in,"http://www.education.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.education.gov.in
URL: http://www.education.gov.in/
Registrable Domain: education.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 28 chars, Entropy: 3.91
      Subdomains: 2, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-14T14:48:13.953634+00:00
   Processing Stage: rules:benign"
https://www.idbi.bank.in/,idbi.com,"https://www.idbi.bank.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.idbi.bank.in
URL: https://www.idbi.bank.in/
Registrable Domain: idbi.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.64
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 367

   🚩 Phishing Keywords Detected: password, account, verify

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-14T14:49:18.824332+00:00
   Processing"
https://www.tn.gov.in/,tn.gov.in,"https://www.tn.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.tn.gov.in
URL: https://www.tn.gov.in/
Registrable Domain: tn.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 22 chars, Entropy: 3.50
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 110

   🚩 Phishing Keywords Detected: login

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-14T14:53:22.669293+00:00
   Processing Stage: rules:benign"
https://www.sebi.gov.in/,sebi.gov.in,"https://www.sebi.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.sebi.gov.in
URL: https://www.sebi.gov.in/
Registrable Domain: sebi.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 24 chars, Entropy: 3.74
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 1
      Email Fields: 0

   📄 Page Content:
      External Links: 154

   🚩 Phishing Keywords Detected: password, account, login

   ⚠️ JavaSc"
https://www.sikkim.gov.in/,sikkim.gov.in,"https://www.sikkim.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.sikkim.gov.in
URL: https://www.sikkim.gov.in/
Registrable Domain: sikkim.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 26 chars, Entropy: 3.74
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 32

   🚩 Phishing Keywords Detected: login

   ⚠️ JavaScript Behavio"
,iciciprulicfe.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: iciciprulicfe.com
Registrable Domain: iciciprulicfe.com

📡 DNS Records:

📋 WHOIS Information:

📊 Metadata:
   First Seen: 2025-10-15T03:57:07.912255+00:00
   Processing Stage: rules:benign"
,sldcdelhi.org," Domain: sldcdelhi.org
Registrable Domain: sldcdelhi.org
Brand/CSE: BULK_IMPORT (seed: sldcdelhi.org)

📊 Metadata:
   First Seen: 1760685507240"
https://sjvn.nic.in/,sjvn.nic.in,"https://sjvn.nic.in/ Domain: sjvn.nic.in
URL: https://sjvn.nic.in/
Registrable Domain: sjvn.nic.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 20 chars, Entropy: 3.45
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      HTML Size: 141,183 bytes
      Internal Links: 188
      External Links: 60
      Images: 104
      External Scripts: 12
      Favicon: Present

   ⚠️ JavaScript Behavior:
"
https://recindia.nic.in/,recindia.nic.in,"https://recindia.nic.in/ Domain: recindia.nic.in
URL: https://recindia.nic.in/
Registrable Domain: recindia.nic.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 24 chars, Entropy: 3.61
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      HTML Size: 79,359 bytes
      Internal Links: 17
      External Links: 87
      Images: 81
      External Scripts"
,www.npcil.nic.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.npcil.nic.in
Registrable Domain: www.npcil.nic.in
Brand/CSE: BULK_IMPORT (seed: www.npcil.nic.in)

📡 DNS Records:
   A (IPv4): 164.100.60.39
   CNAME: npcil.nic.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 7602 days
   Days Until Expiry: 67

🌍 Network & Location:
   ASN: 4758
   Country: IN, Delhi

📊 Metadata:
   First Seen: 2025-10-17T07:18:36.405272+00:00
   Processing Stage: rules:benign"
https://thdc.co.in/,thdc.co.in,"https://thdc.co.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: thdc.co.in
URL: https://thdc.co.in/
Registrable Domain: thdc.co.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 19 chars, Entropy: 3.43
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 23

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Code Detec"
https://www.bharatpetroleum.in/,bharatpetroleum.in,"https://www.bharatpetroleum.in/ 🚨 VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: www.bharatpetroleum.in
URL: https://www.bharatpetroleum.in/
Registrable Domain: bharatpetroleum.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 31 chars, Entropy: 4.00
      Subdomains: 1, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-17T07:26:42.557503+00:00
   Processing Stage: rules:benign"
,www.ntpc.co.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.ntpc.co.in
Registrable Domain: www.ntpc.co.in
Brand/CSE: BULK_IMPORT (seed: www.ntpc.co.in)

📡 DNS Records:
   A (IPv4): 141.226.103.3
   CNAME: 7c0277e4082349fd92499b527ef4dd2f.v1.radwarecloud.net

📋 WHOIS Information:
   Registrar: Netlynx Technologies Pvt. Ltd.
   Domain Age: 8267 days
   Days Until Expiry: 133

🌍 Network & Location:
   ASN: 48851
   Country: IN, Chennai

📊 Metadata:
   First Seen: 2025-10-17T07:18:24.256411+00:00
   P"
https://iocl.com/,iocl.com,"https://iocl.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: iocl.com
URL: https://iocl.com/
Registrable Domain: iocl.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 17 chars, Entropy: 3.45
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 82

   🚩 Phishing Keywords Detected: secure

   ⚠️ JavaScript Behavi"
https://www.npci.org.in/,npci.org.in,"https://www.npci.org.in/ Domain: www.npci.org.in
URL: https://www.npci.org.in/
Registrable Domain: npci.org.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 24 chars, Entropy: 3.66
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      HTML Size: 62,536 bytes
      Internal Links: 81
      External Links: 29
      Images: 70
      ⚠️ IFrames: 3
      External Scripts: 10
      Favicon: Present

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated"
https://www.rbi.org.in/,rbi.org.in,"https://www.rbi.org.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.rbi.org.in
URL: https://www.rbi.org.in/
Registrable Domain: rbi.org.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.64
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 250

   🚩 Phishing Keywords Detected: account

 "
https://gailonline.com/,gailonline.com,"https://gailonline.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: gailonline.com
URL: https://gailonline.com/
Registrable Domain: gailonline.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.88
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 248

   🚩 Phishing Keywords Detected: accoun"
,www.pnbindia.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.pnbindia.in
Registrable Domain: www.pnbindia.in
Brand/CSE: BULK_IMPORT (seed: www.pnbindia.in)

📡 DNS Records:
   A (IPv4): 49.50.72.206

📋 WHOIS Information:
   Registrar: MPS Infotecnics Limited
   Domain Age: 7548 days
   Days Until Expiry: 1947

🌍 Network & Location:
   ASN: 55470
   Country: IN

📊 Metadata:
   First Seen: 2025-10-17T07:18:24.209969+00:00
   Processing Stage: rules:benign"
https://www.powergrid.in/,powergrid.in,"https://www.powergrid.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.powergrid.in
URL: https://www.powergrid.in/
Registrable Domain: powergrid.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.73
      Subdomains: 1, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-17T07:19:39.012145+00:00
   Processing Stage: rules:benign"
https://www.ongcindia.com/,ongcindia.com,"https://www.ongcindia.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.ongcindia.com
URL: https://www.ongcindia.com/
Registrable Domain: ongcindia.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 26 chars, Entropy: 3.87
      Subdomains: 1, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-17T07:26:29.596319+00:00
   Processing Stage: rules:benign"
